2019-08-26	-70.0	Transportation	Transportation
2019-09-01	-780.0	Housing	Regent
2019-09-01	1500.0	Part-time	Part-time
2019-09-02	4600.0	Salary	Salary
2019-09-03	30.0	Bonus	Bonus
2019-10-05	-34.79	Clothing	Bag
2019-10-05	-11.7	Food	Fresh
2019-10-06	-14.0	entertainment	entertainment
2019-10-08	-4.25	Food	Subway
2019-10-09	-7.42	Food	Gardon
2019-10-11	4500.0	Salary	Salary
2019-10-11	30.0	Bonus	Bonus
2019-10-12	-29.93	Digital	Product
2019-10-13	-43.92	Clothing	U
